"Time (s)","Sound pressure level (dB)"
5.926334042E1,-4.166377513E1
5.937009629E1,-4.578538124E1
5.947346742E1,-5.020719923E1
5.957545833E1,-3.642580687E1
5.968160429E1,-3.595152596E1
5.978384154E1,NaN
5.988856571E1,-4.056270457E1
5.999235196E1,-4.290536992E1
6.009676929E1,-5.105172658E1
6.020235337E1,-3.774611647E1
6.030735646E1,-4.764943052E1
6.040932717E1,-5.242214025E1
6.051605833E1,-3.669598907E1
6.061793204E1,-4.079993465E1
6.072432887E1,-4.757499698E1
6.082707892E1,-4.338840966E1
6.093372329E1,-2.962986663E1
6.104013804E1,-3.057584768E1
6.114336592E1,-4.307696710E1
6.125024279E1,-5.681923943E1
6.135518637E1,-6.533944882E1
6.145819704E1,-4.893689281E1
6.156032217E1,-3.915884260E1
6.166706925E1,-4.686953100E1
6.177378346E1,-5.009109228E1
6.187707317E1,-5.008243064E1
6.198371850E1,-5.896094216E1
6.208784642E1,NaN
6.219206012E1,-4.459101626E1
6.229405346E1,-4.746807280E1
6.240078162E1,-5.223292846E1
6.250269983E1,-3.685382397E1
6.260895908E1,-5.570882578E1
6.271102271E1,-4.168735887E1
6.281774100E1,-4.575743617E1
6.292286746E1,-3.727193011E1
6.302705058E1,-4.864586898E1
6.313366121E1,-5.972724248E1
6.324015142E1,-6.286013539E1
6.334268204E1,-6.554270908E1
6.344492987E1,-6.275254208E1
6.355029183E1,-6.595647634E1
6.365522983E1,-4.426552918E1
6.375973525E1,-3.566855797E1
6.386194983E1,-4.087158506E1
6.396861233E1,-3.771365363E1
6.407536542E1,-3.354358512E1
6.417883267E1,-3.983330019E1
6.428500975E1,NaN
6.438856021E1,-4.244247442E1
6.449375350E1,-3.783527375E1
6.459576412E1,-4.013615072E1
6.470234171E1,-4.115446730E1
6.480900587E1,-4.338550542E1
6.491270446E1,-4.524681142E1
6.501792100E1,-4.056763563E1
6.512285242E1,-4.275080646E1
6.522759333E1,-4.414663825E1
6.532956971E1,-4.441072329E1
6.543620162E1,-4.761699739E1
6.554018325E1,-5.522001077E1
6.564645896E1,-4.547090503E1
6.575029100E1,-4.038654354E1
6.585521396E1,-4.306591610E1
6.596131537E1,-5.185375797E1
6.606351837E1,-4.277707333E1
6.617029087E1,-3.932965403E1
6.627710125E1,-4.193388188E1
6.638376637E1,-5.666017575E1
6.648855562E1,-6.215178886E1
6.659530292E1,-4.709372488E1
6.669730112E1,-3.706780914E1
6.680244733E1,-4.427346941E1
6.690916167E1,-5.164027530E1
6.701428008E1,-3.452702321E1
6.711737046E1,-4.324614636E1
6.722285050E1,-4.641798304E1
6.732909217E1,-3.771507338E1
6.743123375E1,-4.383055813E1
6.753548167E1,-4.477292731E1
6.764012583E1,-4.368187296E1
6.774621587E1,-4.140042100E1
6.785024421E1,-4.314526138E1
6.795518596E1,-4.146232849E1
6.806180162E1,-4.148825019E1
6.816516900E1,-4.107514298E1
6.827037667E1,-4.125899264E1
6.837707912E1,-2.966413526E1
6.848209012E1,-3.062165730E1
6.858860104E1,-3.862063240E1
6.869524925E1,-5.043355734E1
6.879889671E1,-4.193499216E1
6.890237917E1,-4.428945646E1
6.900902287E1,-5.445713500E1
6.911374904E1,-5.783680069E1
6.921794471E1,-3.337935501E1
6.932285942E1,-3.633428248E1
6.942705725E1,-5.444215823E1
6.953063067E1,-6.661222362E1
6.963279287E1,-4.681262280E1
6.973953462E1,-4.239518935E1
6.984620350E1,-3.582191917E1
6.995020075E1,-3.871967438E1
7.005527542E1,-5.363487206E1
7.016193358E1,-5.965756544E1
7.026647067E1,-7.007211364E1
7.037153342E1,-7.130051979E1
7.047823508E1,-6.102626340E1
7.058107367E1,-5.672489335E1
7.068685267E1,-6.416577977E1
